Word_Count,Number_of_Sentence,Unique_Words,Average_Word_Length,Label
99,13,32,4.138299058,0
15,13,29,3.665081443,0
52,4,15,6.075417559,1
31,9,8,6.709859687,0
23,9,17,3.298622723,0
73,13,6,5.250218139,0
57,7,34,6.042203167,0
53,12,33,3.720115983,0
70,12,30,5.78152386,0
72,5,16,6.937124864,1
81,8,15,4.04251794,0
82,15,9,3.984544362,0
43,11,23,5.29402596,0
24,11,25,5.689761206,0
19,14,36,3.98068959,0
74,13,19,4.093143309,0
69,10,41,5.44040228,0
81,15,44,3.04614515,0
72,6,15,6.558050477,1
57,13,21,4.979467769,0
38,4,9,5.907961407,0
27,15,35,6.393455227,0
27,5,42,3.561790998,0
60,7,30,3.272021297,0
84,14,39,5.800127385,0
86,9,17,6.258115642,0
58,6,41,4.939893026,0
71,4,47,4.474837721,0
24,14,17,3.94658116,0
52,4,24,4.135263858,0
56,12,26,5.189749611,0
64,14,36,3.839641987,0
95,11,46,4.439063763,0
76,6,8,4.174221194,0
47,5,35,5.407674303,0
92,14,39,3.178279729,0
65,7,28,6.528604943,0
30,11,43,6.105730584,0
27,12,26,6.883652151,0
63,11,19,5.970614847,0
36,9,40,4.766226706,0
72,9,17,4.291876903,1
19,12,17,4.616001648,0
100,11,14,3.810876873,0
98,7,24,6.483200388,0
73,9,23,6.787664479,1
73,8,18,3.60896505,1
30,4,38,5.628964123,0
24,7,45,5.975370434,0
39,15,44,6.047563882,0
51,14,22,3.786641947,0
73,6,20,3.135323871,1
55,11,11,6.169103673,0
87,4,31,3.312861645,0
86,7,6,3.531872714,0
41,4,45,3.287367157,0
46,5,50,3.308528836,0
79,5,50,6.455701718,0
88,11,41,4.492744142,0
52,13,9,4.017749824,0
31,14,6,5.910866998,0
87,4,41,4.188120122,0
95,8,30,5.110874373,0
71,15,47,5.865091188,0
64,9,5,3.440520922,0
74,5,48,4.543463939,0
73,5,15,6.241556707,1
84,6,12,5.230413749,0
73,12,50,5.519113009,0
85,14,49,6.224405638,0
17,15,48,6.807434814,0
43,10,31,4.019348811,0
60,7,31,5.695779073,0
68,5,27,3.269909087,0
94,7,14,3.618232991,0
77,4,36,5.937781466,0
73,7,16,6.297270278,1
86,7,43,3.956042219,0
56,10,9,6.330221097,0
73,5,15,3.7814279,1
44,5,49,5.589828371,0
38,12,24,6.731667481,0
78,13,34,5.376267564,0
26,8,39,6.823386244,0
47,4,50,3.947889509,0
73,4,25,4.755766586,1
26,7,20,4.649662993,0
80,11,5,6.983157865,0
16,4,48,4.328313998,0
74,7,18,3.374216028,1
36,7,24,3.516681001,0
97,7,24,6.642676229,1
93,9,23,5.209361914,0
48,12,33,3.258431942,0
60,4,32,4.658191098,0
85,14,44,3.101045892,0
26,8,38,6.674029529,0
74,5,19,6.733225788,0
45,10,24,6.058780779,0
37,9,22,4.284392562,0
96,9,17,5.947838452,0
37,13,44,3.734079422,0
90,15,8,5.941560011,0
47,13,25,5.45519709,0
11,12,29,3.984358318,0
74,6,19,6.154106117,1
59,5,42,4.092545863,0
29,9,6,3.127022852,0
70,8,36,3.805452876,0
49,5,40,4.103774678,0
74,6,22,6.844699746,1
13,5,39,4.258481611,0
37,11,23,4.534452523,0
32,10,29,6.415689312,0
70,11,45,6.333487059,0
79,14,27,6.772768633,0
42,4,23,5.85443535,1
74,5,19,5.273370623,1
60,14,17,3.314233946,0
77,6,5,3.233090413,0
74,4,15,6.548457929,1
45,10,17,4.285286619,0
79,7,21,6.130302544,0
91,14,22,5.104513521,0
54,4,9,3.072881558,0
42,10,5,6.502580106,0
53,6,14,5.629285366,0
38,4,13,5.555182981,0
74,4,16,3.74891692,1
27,7,29,3.121071237,0
40,10,17,5.949534987,0
75,7,24,4.806115205,1
94,14,6,3.744965051,0
75,6,24,3.993057567,1
75,8,16,3.655150302,1
32,14,13,3.281724063,0
79,9,38,4.458537829,0
37,14,15,5.460649653,0
73,13,8,5.023883004,0
45,6,40,4.075392528,0
75,7,23,6.450056791,1
47,13,19,6.604377934,0
24,4,9,6.722919111,0
65,10,38,3.215080485,0
11,6,50,4.594467968,0
72,11,36,5.506411418,0
62,6,11,4.271696348,0
73,15,39,4.781428741,0
75,7,17,4.472858084,1
92,4,16,3.541629517,0
45,5,33,6.549957081,0
54,15,12,4.506074558,0
78,13,24,4.854692433,0
46,12,19,5.8980112,0
75,7,24,4.998098993,1
31,14,11,4.128376855,0
35,5,27,6.503137204,0
42,6,39,3.086265861,0
41,14,45,4.508559919,0
64,15,50,6.799645439,0
95,10,35,6.212910807,0
32,12,27,6.021691092,0
29,8,18,6.643714753,0
25,7,27,4.557015338,0
31,8,22,6.633508521,0
75,7,24,6.461486248,1
75,5,23,5.254313426,1
87,7,30,3.502118272,0
75,7,22,5.990662155,1
89,12,22,6.799831467,0
26,11,38,6.623433543,0
30,12,43,3.09469763,0
20,4,33,4.193367426,0
89,7,7,3.293525685,0
55,10,32,6.906362184,0
75,6,23,5.169823422,1
75,5,23,6.185311768,1
16,6,37,3.267892501,0
12,6,13,6.62074104,0
52,8,10,3.876260529,0
29,5,31,6.615265745,0
99,14,45,5.049313839,0
97,8,34,4.301202884,0
72,11,36,3.683529914,0
61,12,43,5.258673375,0
41,15,42,6.84975856,0
22,8,49,3.131533988,0
75,9,25,4.084171451,1
82,9,38,5.590214907,0
75,6,22,5.473597802,1
75,4,23,5.285173411,1
52,4,29,3.816226643,0
95,10,47,5.824323574,0
75,4,19,3.931871163,1
29,8,12,6.589243901,0
72,7,21,6.319371459,1
87,13,18,4.542305197,0
97,5,12,3.337081394,0
67,15,39,5.420144377,0
26,8,19,3.474796573,0
18,15,41,3.540560747,0
99,5,36,6.749574452,0
23,9,29,3.509112504,0
22,12,40,5.738377776,0
76,6,19,5.372676297,1
100,14,9,4.631214185,0
26,6,16,3.887964539,1
62,13,43,6.386302623,0
73,5,34,6.954573912,0
76,6,19,3.710224018,1
45,13,22,5.327671712,0
76,4,19,3.074200722,1
76,9,24,4.112023152,1
76,15,8,4.530661863,0
17,7,23,4.691438075,0
87,15,48,4.769887624,0
28,7,33,6.058959769,0
74,9,49,6.092146357,0
23,6,22,3.789463212,0
66,12,12,6.80075242,0
74,12,32,4.934262593,0
34,13,41,3.19839122,0
32,15,8,6.403239678,0
76,7,25,4.505053001,1
76,5,18,4.22443999,1
76,5,21,3.223086809,1
24,6,22,6.006180366,1
76,7,24,3.957525009,1
34,8,46,3.188569076,0
77,9,22,5.701478053,1
80,12,38,4.861977443,0
26,8,46,4.875664698,0
21,11,45,4.089974206,0
57,13,34,5.81827272,0
33,10,38,4.216666856,0
70,5,5,3.451036714,0
16,9,29,6.706783539,0
51,10,29,3.297448366,0
77,6,21,5.332308031,1
77,4,17,6.279487184,1
63,7,45,3.058352176,0
45,6,35,4.168838793,0
27,14,40,6.389218501,0
75,12,14,4.05911878,0
77,6,25,4.547050357,1
78,13,32,3.081350269,0
20,6,22,5.845653272,0
49,8,6,6.77287988,0
97,10,5,3.585312745,0
34,13,32,6.749092818,0
93,6,43,5.225530601,0
98,14,12,3.581509029,0
77,4,23,3.792061125,1
91,14,7,3.289843814,0
27,10,43,6.170613903,0
32,8,25,4.959203348,1
43,6,23,5.125923005,0
77,4,13,3.137167032,0
44,9,10,5.859513004,0
30,5,30,6.494360966,0
13,14,31,5.13928685,0
19,15,15,3.974737727,0
31,11,30,4.066087048,0
19,4,19,4.097825514,0
60,4,31,4.771186503,0
32,4,16,4.833402389,0
12,7,29,5.013029338,0
48,9,41,4.772111947,0
32,7,20,5.092768537,0
28,9,46,6.627948805,0
12,13,35,3.27910018,0
77,11,14,3.353641888,0
73,15,44,4.904393311,0
96,14,26,3.59692117,0
77,5,24,5.496072777,1
51,7,16,6.298699401,0
72,14,30,4.69009789,0
61,11,11,3.872263201,0
47,6,21,3.811708379,0
77,5,20,6.238097448,1
97,8,47,6.574144204,0
73,15,35,4.226571178,0
64,14,40,3.254872157,0
20,15,10,6.458332668,0
48,11,15,6.019899722,0
77,5,17,5.277267195,1
45,12,17,5.467817474,0
47,10,15,6.72564597,0
87,7,11,5.143474229,0
77,4,23,3.337514276,1
72,8,11,5.173196914,0
78,7,19,5.608556505,1
94,11,42,6.030095069,0
84,14,17,6.752428769,0
16,6,27,3.570407887,0
78,7,17,4.901462754,1
81,10,6,4.158595381,0
78,5,21,3.617208449,1
76,9,26,5.748915506,0
22,6,25,6.981170553,0
61,6,48,6.810427479,0
79,12,27,6.117659659,0
78,5,25,6.00738208,1
52,14,47,6.838559048,0
92,8,9,5.72594406,0
85,14,8,5.254882042,0
95,11,20,4.447270896,0
22,7,28,4.791538558,0
78,8,17,6.061350713,1
78,4,19,4.066264733,1
22,6,37,4.134854178,0
53,15,38,4.785834976,0
43,5,7,3.402479132,0
78,5,20,4.618568238,1
55,11,13,5.84050178,0
55,4,28,5.812795678,0
37,15,42,5.01795365,0
75,13,18,3.964930683,0
53,15,11,3.154563249,0
73,12,39,5.565888343,0
24,8,27,5.950649862,0
24,6,8,5.81656574,0
78,5,15,3.893287592,1
55,12,16,3.656466818,0
17,13,12,4.386704542,0
11,10,23,4.667670988,0
53,4,24,5.478673766,0
13,11,21,5.377940339,0
79,4,15,5.652033126,1
87,14,7,4.000690436,0
90,6,42,4.609300896,0
31,6,36,3.597562767,0
97,10,41,3.073220427,0
84,13,44,3.257081322,0
58,9,21,5.481740305,0
68,8,22,6.956654388,0
31,15,16,6.085745199,0
88,12,28,5.663174266,0
57,7,33,3.254082417,0
82,12,46,5.858145259,0
65,7,5,6.463519456,0
51,12,45,3.683536425,0
72,4,15,6.212131306,0
54,7,5,4.499499786,0
78,12,30,4.182984808,0
69,6,48,3.780615649,0
35,8,17,6.576956966,0
79,9,24,3.17456078,1
79,9,16,5.24291138,1
79,8,23,3.1321215,1
84,11,9,5.123190537,0
52,9,49,6.942508897,0
99,7,8,5.479112632,0
51,8,12,5.032910523,0
17,5,5,3.0696553,0
82,7,10,3.514870989,0
79,7,18,4.322949472,1
17,8,34,4.308219061,0
89,12,13,3.361751646,0
72,8,7,3.317624476,0
15,4,7,4.024630017,0
53,4,38,4.734492041,0
16,8,19,3.930152524,0
18,6,17,4.744022552,0
79,6,15,4.463838307,1
47,5,40,5.455674399,0
31,9,12,6.28736688,0
20,9,18,6.735081709,0
44,10,15,4.90477577,0
79,6,19,6.041109907,1
48,6,9,5.966295691,0
76,13,13,4.926216701,0
81,14,27,4.498312266,0
69,7,11,4.380832572,0
16,10,42,5.457283374,0
17,6,8,3.167809409,0
44,8,14,4.681140555,0
32,12,6,6.693602009,0
48,8,29,5.709758456,0
79,6,23,3.953150109,1
44,6,23,6.621125822,0
57,10,11,4.939227111,0
36,6,24,3.152238127,1
79,8,24,3.99093852,1
84,7,17,3.915863325,0
93,9,31,4.117186815,0
85,6,21,6.104364167,1
11,11,47,6.425375218,0
74,12,26,3.610671208,0
44,8,46,3.254843257,0
38,13,6,6.764568757,0
56,12,33,3.802197304,0
13,7,24,4.728669702,0
90,14,15,5.293978866,0
86,12,41,6.1534169,0
56,9,45,6.596913225,0
82,4,22,3.936383917,0
47,5,7,5.142945431,0
79,4,24,6.262120364,1
66,4,26,4.706682982,0
22,11,36,5.459009711,0
76,9,43,5.51472653,0
80,12,47,4.800061539,0
79,5,20,4.740419489,1
67,14,9,6.636686144,0
34,7,44,3.946040488,0
79,5,17,3.440872433,1
80,13,44,5.935933515,0
88,9,6,3.927318725,0
19,8,29,3.189450648,0
27,6,36,3.902291454,0
66,6,12,6.97055549,0
85,11,40,3.056560731,0
86,10,29,5.389242074,0
55,11,28,3.35368075,0
53,7,13,5.376951601,0
30,9,36,4.268970389,0
79,7,17,6.125100363,1
80,7,22,3.229743165,1
73,15,13,6.259592895,0
28,4,13,3.304314859,0
57,9,37,5.595444736,0
51,4,7,5.785715534,0
50,6,39,5.424293338,0
48,12,40,3.284889747,0
12,15,47,4.523031505,0
87,14,38,6.707647163,0
78,12,44,3.257607018,0
49,9,28,3.86382053,0
46,14,7,6.380514759,0
45,14,8,3.054553381,0
97,12,8,4.914460326,0
80,8,25,3.177077336,1
87,6,12,3.597729919,0
45,13,24,4.44533004,0
86,4,26,5.254496236,0
35,13,34,5.815092275,0
14,13,19,5.93270277,0
86,15,48,4.65303533,0
91,7,14,4.782513828,0
56,6,38,5.253703524,0
67,9,31,6.01301375,0
35,11,14,4.370298287,0
62,4,37,6.085819223,0
14,10,25,4.447913774,0
85,10,26,5.045341802,0
99,14,23,3.109237586,0
60,6,49,5.986023139,0
23,8,7,5.858165905,0
70,10,11,5.449047833,0
80,8,21,3.912458209,1
80,8,18,6.968488507,1
59,9,36,4.962012189,0
28,4,18,6.949983669,1
13,12,43,6.54481667,0
80,7,19,5.770401881,1
71,11,15,6.323726982,0
80,7,24,4.535068124,1
13,9,13,5.651772855,0
16,9,26,5.552183844,0
80,6,22,3.826095863,1
83,10,36,6.097118174,0
18,10,33,5.896702215,0
15,9,34,5.090766285,0
98,15,33,6.446308165,0
79,4,12,6.590316325,0
23,13,31,6.792059854,0
45,14,34,6.705649654,0
14,4,16,3.81661263,0
53,15,16,3.132793341,0
80,5,17,5.894926832,1
91,11,44,3.779015595,0
15,13,33,5.099877533,0
80,8,21,4.813751611,1
19,10,17,4.795193606,0
48,15,48,4.166524058,0
32,8,17,6.852577938,1
80,5,18,3.701977912,1
97,8,5,6.438494432,0
80,8,19,5.433066588,1
81,5,25,4.254065177,1
33,8,5,5.847205735,0
40,7,35,3.613946035,0
23,9,14,5.540594388,0
96,14,35,4.4492272,0
56,8,22,6.592240674,1
39,7,29,4.031452131,0
29,9,50,6.932762319,0
81,6,16,6.64993535,1
34,14,24,6.804185478,0
42,4,44,3.96589196,0
46,9,12,5.482085632,0
87,5,40,6.11255779,0
99,6,45,4.862044593,0
18,5,19,6.149111364,0
81,7,22,4.752376302,1
81,6,22,3.423057966,1
74,12,5,5.610685866,0
66,10,12,6.64848479,0
45,14,43,5.607571182,0
38,8,24,3.968951428,0
81,4,19,3.117688916,1
81,5,21,5.455264133,1
22,4,7,5.126690062,0
80,7,33,4.939760222,0
78,7,24,4.017776603,0
81,6,24,3.971086368,1
37,13,6,4.140724108,0
73,10,23,6.553722909,0
49,10,5,5.472475665,0
15,10,18,3.219068303,0
41,14,47,6.641284593,0
72,8,12,5.837583494,0
59,9,33,6.174304419,0
18,11,43,6.959566339,0
81,4,18,4.618335012,1
59,15,8,3.032646336,0
37,14,18,4.687639431,0
59,7,11,3.773167662,0
92,13,5,3.89089425,0
82,5,18,3.716070889,1
83,8,15,3.335993772,0
35,9,29,4.335822519,0
84,14,25,5.315433904,0
85,5,7,5.265183952,0
80,5,24,3.309485543,1
65,12,23,4.435954205,0
62,7,44,3.170493072,0
39,6,36,5.142935305,0
40,9,33,6.926215836,0
98,5,11,3.702258879,0
63,4,18,5.117900534,1
31,10,49,5.581541696,0
48,4,12,5.110211086,0
93,12,18,4.486394861,0
68,6,24,6.697435095,1
87,5,48,6.477711113,0
73,15,6,3.662100438,0
61,13,31,5.703393042,0
52,12,13,6.31596352,0
76,6,11,4.039125388,0
82,8,22,4.167714142,1
96,5,49,3.815931239,0
82,8,17,3.948143844,1
82,5,25,6.571558005,1
82,7,21,5.828051399,1
20,4,15,6.282311273,0
73,8,19,5.449188614,0
83,6,44,3.564941608,0
70,4,14,4.09727811,0
48,10,12,3.916947569,0
73,11,9,6.182609948,0
82,8,21,3.805760315,1
89,5,19,6.227528905,0
87,14,20,6.611288624,0
82,5,19,6.004085509,1
10,4,12,6.139337272,0
82,5,25,4.054579126,1
17,7,41,6.36778411,0
82,6,17,5.023480915,1
26,9,48,3.389639154,0
13,9,14,4.552002403,0
41,10,8,3.007460886,0
82,5,24,6.700160771,1
85,14,41,4.516998895,0
82,6,15,5.343876172,1
91,11,18,5.926923203,0
82,5,18,6.84889849,1
82,5,20,3.366226136,1
38,7,18,6.499875048,0
82,7,25,4.448975403,1
12,15,42,3.279013839,0
70,14,21,5.930724623,0
61,12,13,3.899729631,0
83,8,23,5.634695203,1
83,4,15,4.245997296,1
60,13,44,4.034330294,0
94,6,12,3.238966525,0
34,9,39,5.470396142,0
98,12,28,3.748245226,0
79,4,14,6.69101087,0
96,15,29,6.05900274,0
23,15,10,5.862122282,0
28,15,34,3.611958083,0
83,8,15,4.367312098,1
99,6,48,6.104888799,0
83,9,25,4.848084569,1
94,15,17,4.337242221,0
91,11,11,6.253273288,0
55,6,22,6.13321436,0
18,12,28,5.752428729,0
83,7,18,4.91003598,1
45,10,19,4.535388609,0
19,4,44,6.970924092,0
93,7,42,6.3143796,0
83,5,22,4.028339108,1
27,10,49,6.084674802,0
19,6,22,3.516835191,0
90,14,15,5.789371556,0
91,5,50,3.565069381,0
51,9,24,6.676514238,0
10,13,46,4.462381933,0
75,10,33,6.558793066,0
20,10,33,5.583000445,0
79,6,7,3.561131541,0
19,11,35,5.48458072,0
20,5,50,4.224491067,0
83,6,17,4.97090819,1
25,12,40,5.428464226,0
67,15,34,3.373315242,0
82,7,12,6.816803012,0
25,12,14,4.173107029,0
11,7,20,5.14377497,0
83,5,18,4.220293204,1
54,6,38,3.31753652,0
83,4,15,6.448755033,1
27,4,27,6.394415465,0
48,6,35,6.322321056,0
83,4,15,4.147882867,1
44,15,22,3.645524884,0
10,5,13,6.603183194,0
42,15,9,3.93696527,0
83,7,24,3.165547847,1
55,13,20,6.559807931,0
40,10,40,5.822595382,0
11,12,46,4.454108543,0
83,9,19,4.949895742,1
84,6,22,3.155586098,1
78,9,28,4.550313111,0
35,5,32,3.339126092,0
52,4,17,3.825323407,0
12,11,9,5.416605708,0
59,8,44,5.719915934,0
67,12,18,5.449051294,0
99,4,25,3.940879807,0
22,10,35,3.698468003,0
42,4,46,5.351211806,0
84,9,16,3.876866765,1
22,4,11,3.730266622,0
56,10,48,4.316028284,0
96,5,25,5.554031424,0
84,8,16,5.913380427,1
84,7,21,5.975028427,1
78,8,47,5.745189051,0
64,4,27,3.898642747,0
84,4,20,3.244370216,1
92,6,15,6.707341667,0
37,8,22,4.493416539,0
54,10,22,6.463570726,0
84,6,20,3.948543452,1
14,15,10,5.753641055,0
84,6,16,6.589800773,1
14,7,50,3.486375871,0
84,6,19,3.397392454,1
84,4,24,3.258965997,1
23,13,18,3.74524962,0
58,15,15,5.340410042,0
84,4,22,3.058481395,1
85,8,22,5.159405217,1
47,13,39,3.08450354,0
59,14,38,3.860027182,0
71,5,37,5.084920705,0
10,6,49,6.872699675,0
52,15,49,5.007706669,0
98,8,20,6.864272599,1
91,8,28,6.165806326,0
27,5,23,4.225203882,1
68,12,28,4.963220331,0
61,7,25,4.668794579,0
14,8,22,6.511674483,0
85,4,15,3.646612919,1
13,10,50,5.1042879,0
75,14,44,3.830872672,0
73,5,7,3.44869786,0
83,15,16,3.196898883,0
96,4,39,4.62147079,0
85,8,23,5.330152256,1
48,9,11,3.510458751,0
38,11,5,6.422193542,0
16,5,33,3.161483419,0
41,4,37,4.554170974,0
43,5,24,5.753117183,0
51,12,45,3.72628059,0
49,6,28,4.00283122,0
71,14,5,4.039107915,0
74,12,23,4.81327298,0
64,13,5,5.962189697,0
65,7,32,6.444816625,0
18,5,30,6.094005368,0
85,5,23,6.351450284,1
29,6,47,6.623338185,0
85,5,20,3.777833967,1
18,8,32,4.018519025,0
23,8,23,3.386009748,0
85,7,25,5.125244587,1
46,10,39,5.467589679,0
80,9,42,4.688759411,0
81,7,36,6.573383056,0
85,7,20,4.289447733,1
85,4,25,6.175780339,1
41,8,28,5.108836259,0
63,6,22,3.422440229,1
20,8,8,3.27233056,0
97,9,40,4.390251563,0
68,7,23,4.492065195,0
16,4,15,5.686488549,1
91,9,43,3.59740865,0
81,7,12,5.724406304,0
25,8,12,5.400070668,0
59,9,35,5.668403213,0
59,9,15,6.237702294,0
20,14,30,3.82185175,0
20,8,48,5.589523135,0
85,7,22,6.436845344,1
85,6,23,5.381322174,1
53,7,47,5.707907852,0
71,5,35,3.391349813,0
33,9,49,5.5190982,0
26,5,12,4.362211596,0
68,15,34,5.968032696,0
56,9,45,5.842898268,0
38,12,18,6.366304504,0
23,4,41,4.796807998,0
85,9,16,4.538614162,1
93,8,12,5.173485546,0
92,10,29,4.892228658,0
18,5,6,6.648427383,0
70,4,20,6.950202605,0
45,12,47,3.330832123,0
52,11,50,4.218474142,0
85,9,19,3.70156889,1
46,13,28,5.960510978,0
95,12,12,4.314945179,0
52,4,18,6.954921244,1
65,14,14,6.599106647,0
51,7,47,3.779365209,0
84,6,23,6.361602686,0
86,8,18,3.602142764,1
48,7,16,4.196572484,0
76,12,6,6.264495734,0
86,8,16,5.93307319,1
90,8,35,4.057748536,0
86,15,39,3.946031141,0
67,9,21,3.037663624,0
52,8,45,4.71945589,0
63,10,16,5.379688517,0
100,4,45,4.949290181,0
86,7,15,5.651187434,1
79,10,44,4.755626868,0
80,10,26,6.348152549,0
97,7,21,5.479862936,0
30,11,5,3.115063587,0
76,15,40,6.327949522,0
26,5,9,6.547292103,0
99,11,19,3.795172387,0
66,7,18,5.109398357,0
86,7,20,6.562513615,1
35,14,21,4.026207041,0
89,9,41,6.146170988,0
65,14,36,3.64113912,0
29,13,23,3.641652288,0
58,10,39,5.0403217,0
70,8,34,3.021678118,0
16,6,28,6.110764561,0
33,5,27,6.15136184,0
86,8,19,4.782550452,1
80,4,50,5.042925019,0
97,9,46,5.389362488,0
16,8,38,3.99153031,0
57,4,10,3.941739838,0
69,9,43,3.338125448,0
55,9,6,4.191609882,0
49,13,35,6.128941825,0
86,7,22,4.146445357,1
86,5,23,3.583444674,1
40,8,43,6.73499975,0
86,4,25,4.122670475,1
50,14,43,5.63216676,0
23,8,24,3.605028304,0
46,9,11,5.961466783,0
34,9,20,3.407072855,0
95,5,46,3.905468282,0
86,5,48,4.111816772,0
44,7,22,4.697891339,0
67,14,33,3.900962857,0
25,12,49,6.183956567,0
40,8,43,6.979398233,0
33,10,37,4.876450316,0
54,6,20,3.714775188,0
69,14,26,3.242448412,0
82,15,15,4.61886314,0
86,4,17,6.336079458,1
57,11,12,3.761609095,0
15,14,7,4.009421779,0
52,6,23,5.264666703,1
23,15,48,3.109324297,0
34,14,44,5.36358047,0
81,6,30,6.472278338,0
69,10,46,6.644992155,0
61,6,18,4.768115774,0
87,4,15,3.810910173,1
57,13,47,6.580375002,0
87,8,15,6.446121613,1
87,8,21,6.313631202,1
29,13,27,5.562423207,0
40,9,30,3.592172166,0
26,10,31,3.159870863,0
87,7,22,5.537148952,1
35,11,27,4.201312822,0
78,13,29,6.499835566,0
87,7,15,3.789769284,1
16,4,17,3.31588619,0
56,7,23,5.424189458,0
18,7,41,4.153900574,0
34,4,41,4.121499591,0
87,5,16,5.980664816,1
42,5,11,3.228523908,0
87,8,19,4.369434806,1
87,4,16,3.93749758,1
44,9,20,3.644810055,0
40,6,30,4.238771676,0
71,9,29,5.120894798,0
26,5,11,3.657716986,0
93,5,44,4.393067678,0
82,4,15,4.295535465,0
88,6,16,6.985940587,1
89,10,30,4.883144295,0
76,5,45,5.259596674,0
31,11,27,3.498613475,0
88,10,25,4.685681668,0
98,6,20,4.807487019,0
30,8,6,6.181676175,0
48,8,27,4.202671655,0
43,10,46,4.378844353,0
92,9,50,3.129547074,0
95,15,45,5.445997612,0
88,7,20,5.482876935,1
50,11,34,4.194291646,0
34,8,25,3.554322968,0
90,4,25,6.349743231,0
88,7,25,6.774202548,1
83,13,38,4.107796527,0
41,12,33,3.840278538,0
34,9,15,5.358715391,0
73,9,21,6.474235791,0
29,7,39,5.627398558,0
88,4,24,3.994876849,1
17,7,6,4.95521609,0
14,14,33,4.831737052,0
88,6,21,4.955717092,1
68,5,29,4.788803886,0
16,4,7,6.673026479,0
88,5,24,6.187983887,1
39,12,35,5.088734031,0
32,9,19,6.760268224,0
62,9,17,5.263286946,0
88,6,22,3.212517563,1
82,10,6,4.767159393,0
34,11,34,4.209150745,0
13,10,11,6.111140104,0
85,15,38,6.447191405,0
42,10,18,5.626998054,0
63,5,22,3.030451408,0
88,4,23,6.134245317,1
89,7,20,3.309684878,1
91,12,27,3.098014826,0
89,6,17,6.390901873,1
89,7,17,6.87313529,1
88,9,5,4.941139241,0
89,8,20,5.657681663,1
89,7,23,4.30494957,1
83,8,27,5.053483006,0
89,7,21,5.456033417,1
40,15,24,3.398584957,0
55,4,19,4.302311614,1
95,5,34,6.30060855,0
22,11,11,3.327360781,0
20,14,23,4.001224046,0
14,7,14,6.630496332,0
89,6,18,4.165635722,1
24,13,23,4.802646218,0
32,8,17,4.28557311,1
94,7,37,5.067347389,0
41,9,43,4.566459761,0
48,10,15,6.704112377,0
47,6,15,6.511046187,0
49,13,50,4.859719931,0
89,4,23,5.794143716,0
59,4,26,6.775178887,0
37,13,12,6.875335891,0
72,12,47,3.814711605,0
45,4,30,6.0815954,0
100,12,39,6.302493543,0
89,4,24,6.404154969,1
11,8,10,6.299898117,0
51,12,32,5.46038877,0
30,15,39,3.24742752,0
34,7,49,4.542523368,0
14,4,19,4.144255426,0
79,9,24,6.774642946,0
23,12,6,5.624287088,0
58,12,11,4.819486001,0
79,12,16,4.916396733,0
95,15,5,3.733139889,0
16,12,10,3.988102226,0
99,9,14,3.694106994,0
45,8,29,4.177015231,0
80,7,13,6.678435348,0
53,11,10,5.07538245,0
78,5,12,6.028042127,0
41,14,28,6.416908794,0
75,6,21,3.899902711,0
81,5,34,3.647735627,0
43,4,32,6.138664531,0
14,4,20,3.756844624,0
89,4,16,4.335657609,1
45,10,39,3.226324291,0
31,5,29,3.920520108,0
67,15,41,4.708231597,0
96,4,49,5.167548351,0
86,5,44,4.631309118,0
87,9,33,6.655387574,0
32,5,15,6.999509547,0
90,6,24,5.716242602,1
60,4,12,5.203290888,0
84,5,40,4.177316426,0
21,4,23,3.380892278,1
83,7,20,5.320868309,0
90,6,23,4.7560703,1
19,10,18,5.541881693,0
16,5,39,4.59925865,0
28,4,49,3.40128687,0
96,4,15,3.253551515,0
90,13,36,5.325822002,0
90,4,17,3.00369879,1
16,9,31,4.067103949,0
89,15,41,5.657505044,0
90,8,16,3.733797248,1
90,5,21,5.500779703,1
73,6,35,3.775351503,0
79,4,49,6.864239447,0
29,12,16,6.077205237,0
17,4,8,6.576412486,0
12,8,20,5.727803757,0
49,12,42,5.650118561,0
75,11,48,5.246023883,0
34,11,32,5.482503295,0
31,5,38,3.918202247,0
63,12,44,4.444589015,0
36,12,34,6.95594426,0
49,7,10,4.244705423,0
86,8,7,5.960602817,0
72,8,50,3.246002434,0
74,12,12,3.849584445,0
90,7,18,6.274525584,1
90,9,23,3.533448596,1
97,6,43,3.791442542,0
89,12,12,4.326705266,0
90,7,16,5.593623382,1
90,6,25,4.125057529,1
77,8,25,3.339431863,0
93,9,8,4.298772242,0
83,12,48,3.203471725,0
50,14,38,4.399444949,0
58,10,39,3.439152681,0
91,11,15,4.117286076,0
90,5,18,5.379468914,1
71,13,49,3.840007111,0
43,13,7,6.731688996,0
85,5,38,5.260166073,0
20,10,37,3.126554772,0
78,13,16,4.491150388,0
90,6,25,5.377995053,1
33,4,25,3.263423275,0
43,11,41,3.738607485,0
70,8,11,3.751485263,0
11,11,21,6.239482034,0
54,7,8,4.388606561,0
88,8,17,5.229564133,0
90,4,16,6.726821749,1
19,10,14,3.405380286,0
12,15,27,6.07895238,0
70,10,30,6.741840734,0
92,4,21,3.612635892,0
27,9,13,6.517424499,0
47,12,25,3.767460535,0
81,15,35,6.750585984,0
72,7,10,5.645653291,0
84,7,19,3.369058779,0
84,10,22,3.332912986,0
46,13,39,4.669758056,0
42,14,6,6.193304006,0
60,8,19,5.625272156,0
70,15,37,3.828937603,0
41,12,29,3.876320793,0
99,15,5,3.621671787,0
30,9,46,5.203841982,0
